Month/YR Monitored,Date Data Collected,EpicotylLength,OutplantTagID,DeadAliveDying,PlumuleColor,HypocotylLength,TotalLength,Branches,"LeavesMainStem
",LeavesBranches,TotalLeaves,,,PROP ROOTS
6.2024,6/14/2024,NA ,3043,A,G,NA,54.4,2,12,4,16,H,,
6.2024,6/14/2024,NA ,1860,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
6.2024,6/14/2024,NA ,1864,A,G,NA,50,2,11,7,18,H,,
6.2024,6/14/2024,NA ,3048,A,G,NA,57.8,3,9,12,21,H,,
6.2024,6/14/2024,NA ,3039,A,G,NA,52.9,2,7,12,19,H,,
6.2024,6/20/2024,NA ,2853,A,G,NA,37.9,0,6,0,6,H,,
6.2024,6/20/2024,NA ,1827,A,G,NA,32.5,0,6,0,6,H,,
6.2024,6/20/2024,NA ,1836,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
6.2024,6/20/2024,NA ,1886,A,G,NA,36.7,0,6,0,6,H,,
6.2024,6/20/2024,NA ,2121,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
6.2024,6/20/2024,NA ,2115,A,G,NA,40.5,0,8,0,8,P,,
6.2024,6/20/2024,NA ,3067,A,G,NA,34.5,0,8,0,8,H,,
6.2024,6/20/2024,NA ,2179,A,G,NA,35,0,7,0,7,H,,
6.2024,6/20/2024,NA ,2159,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
6.2024,6/20/2024,NA ,2104,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
6.2024,6/20/2024,NA ,2109,A,G,NA,51,0,6,0,6,H,"spiders, hermit crab",
6.2024,6/20/2024,NA ,2192,A,G,NA,34.1,0,8,0,8,H,,
6.2024,6/20/2024,NA ,1833,A,G,NA,44.2,0,10,0,10,H,,
6.2024,6/20/2024,NA ,1882,A,G,NA,44,0,11,0,11,H,,
6.2024,6/20/2024,NA ,2881,A,G,NA,55.3,2,10,13,23,H,,
6.2024,6/20/2024,NA ,2893,A,G,NA,39.5,1,11,6,17,H,,
6.2024,6/20/2024,NA ,2134,A,G,NA,51.5,0,8,0,8,H,,
6.2024,6/20/2024,NA ,2136,A,G,NA,48.5,0,6,0,6,H,,
6.2024,6/20/2024,NA ,1810,A,G,NA,47,1,11,2,13,H,,
6.2024,6/20/2024,NA ,2137,A,G,NA,63.2,1,8,6,14,H,,
6.2024,6/20/2024,NA ,1806,A,G,NA,36.5,0,12,0,12,H,,
6.2024,6/20/2024,NA ,1813,A,G,NA,48.2,0,12,0,12,H,,
6.2024,6/20/2024,NA ,3016,A,G,NA,45.5,0,12,0,12,H,,
6.2024,6/20/2024,NA ,1862,A,G,NA,43.5,4,12,10,22,H,,
6.2024,6/20/2024,NA ,3082,A,G,NA,30.8,3,0,16,16,H,MSS,
6.2024,6/20/2024,NA ,2126,A,G,NA,48.2,2,11,12,23,H,,
6.2024,6/20/2024,NA ,1898,A,G,NA,55.3,12,7,50,57,H,broken plumule,
6.2024,6/20/2024,NA ,3090,A,G,NA,42.1,2,10,12,22,H,,
7.2024,7/16/2024,NA ,2186,A,G,NA ,42.6,0,10,-,10,H,,
7.2024,7/16/2024,NA ,2189,A,G,NA ,43.8,2,10,12,22,H,,
7.2024,7/16/2024,NA ,3095,A,G,NA ,33.8,0,8,-,8,H,insect bites on leaves,
7.2024,7/16/2024,NA ,3059,A,G,NA ,53.8,4,12,37,49,H,,
7.2024,7/16/2024,NA ,2178,A,G,NA ,62.1,5,13,36,49,H,,
7.2024,7/16/2024,NA ,2146,A,G,NA ,50.2,3,11,23,34,H,MSD,
7.2024,7/16/2024,NA ,2170,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,2145,A,G,NA ,59.2,3,11,31,42,H,,
7.2024,7/16/2024,NA ,1899,A,G,NA ,57,2,11,16,27,H,,
7.2024,7/16/2024,NA ,2117,A,G,NA ,41.8,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2154,A,G,NA ,62.4,1,11,4,15,H,,
7.2024,7/16/2024,NA ,2118,A,G,NA ,46,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2169,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,2156,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,2132,DY,G,NA ,45.3,0,0,-,0,W,washed but resecured,
7.2024,7/16/2024,NA ,2128,A,G,NA ,48.2,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2120,A,G,NA ,48.8,0,14,-,14,H,,
7.2024,7/16/2024,NA ,1826,A,G,NA ,34,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2157,A,G,NA ,40.3,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2144,A,G,NA ,54.3,0,10,-,10,H,,
7.2024,7/16/2024,NA ,2107,A,G,NA ,47.4,0,11,-,11,H,,
7.2024,7/16/2024,NA ,2131,A,G,NA ,42,0,6,-,6,H,,
7.2024,7/16/2024,NA ,3068,A,G,NA ,39.6,0,9,-,9,H,,
7.2024,7/16/2024,NA ,2168,A,G,NA ,43.6,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2141,A,G,NA ,42.5,0,10,-,10,H,,
7.2024,7/16/2024,NA ,2180,A,G,NA ,56.5,0,12,-,12,H,,
7.2024,7/16/2024,NA ,2166,A,G,NA ,48,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3062,A,G,NA ,34.1,0,4,-,4,H,,
7.2024,7/16/2024,NA ,3050,A,G,NA ,31.6,0,7,-,7,H,,
7.2024,7/16/2024,NA ,2835,A,G,NA ,44.7,0,4,-,4,H,,
7.2024,7/16/2024,NA ,2200,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,1900,A,G,NA ,34.2,0,6,-,6,H,,
7.2024,7/16/2024,NA ,1822,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,2147,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,1812,A,G,NA ,31.9,0,6,-,6,H,,
7.2024,7/16/2024,NA ,3047,A,G,NA ,52.3,4,12,22,34,H,,
7.2024,7/16/2024,NA ,3038,A,G,NA ,55.3,1,11,4,15,H,,
7.2024,7/16/2024,NA ,2852,A,G,NA ,56.1,2,12,14,26,H,,
7.2024,7/16/2024,NA ,3044,A,G,NA ,54.2,6,13,38,51,H,MSD,
7.2024,7/16/2024,NA ,3054,A,G,NA ,44.5,2,10,4,14,H,,
7.2024,7/16/2024,NA ,3057,A,G,NA ,44.9,3,11,13,24,H,,
7.2024,7/16/2024,NA ,1832,A,G,NA ,46.1,4,16,40,56,H,,
7.2024,7/16/2024,NA ,1819,A,G,NA ,54.7,4,15,30,45,H,,
7.2024,7/16/2024,NA ,1847,DY,G,NA ,43.4,0,0,-,0,W,,
7.2024,7/16/2024,NA ,1871,A,G,NA ,40.5,0,4,-,4,H,,
7.2024,7/16/2024,NA ,3089,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,3025,A,G,NA ,51.6,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3053,A,G,NA ,48.3,1,11,4,15,H,,
7.2024,7/16/2024,NA ,3030,A,G,NA ,44.3,2,13,8,21,H,,
7.2024,7/16/2024,NA ,3086,A,G,NA ,57.4,5,14,43,57,H,,
7.2024,7/16/2024,NA ,3001,A,G,NA ,55.3,4,14,27,41,H,,
7.2024,7/16/2024,NA ,3096,A,G,NA ,52.3,0,12,-,12,H,,
7.2024,7/16/2024,NA ,3042,A,G,NA ,56.8,0,12,-,12,H,,
7.2024,7/16/2024,NA ,3076,A,G,NA ,63.4,2,10,18,28,H,,
7.2024,7/16/2024,NA ,3078,A,G,NA ,52.5,2,14,10,24,H,MSD,
7.2024,7/16/2024,NA ,3092,A,G,NA ,50.4,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3012,A,G,NA ,49.6,2,8,10,18,H,,
7.2024,7/16/2024,NA ,3008,A,G,NA ,48.3,2,-,18,18,H,MSD,
7.2024,7/16/2024,NA ,2862,A,G,NA ,41.4,0,8,-,8,H,,
7.2024,7/16/2024,NA ,3052,A,G,NA ,35.1,0,9,-,9,H,,
7.2024,7/16/2024,NA ,3055,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,3063,A,G,NA ,34.7,0,6,-,6,H,,
7.2024,7/16/2024,NA ,3065,A,G,NA ,44.1,2,8,15,23,H,,
7.2024,7/16/2024,NA ,2175,A,G,NA ,49.1,4,11,26,37,H,,
7.2024,7/16/2024,NA ,2172,A,G,NA ,57.3,4,10,21,31,H,,
7.2024,7/16/2024,NA ,1853,A,G,NA ,51.3,2,11,10,21,H,,
7.2024,7/16/2024,NA ,2864,A,G,NA ,52.6,3,12,23,35,H,,
7.2024,7/16/2024,NA ,3007,A,G,NA ,44,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3009,A,G,NA ,46.5,0,11,-,11,H,,
7.2024,7/16/2024,NA ,3066,A,G,NA ,39.1,1,8,4,12,H,,
7.2024,7/16/2024,NA ,3010,A,G,NA ,38.5,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2152,A,G,NA ,54.3,2,15,14,29,H,,
7.2024,7/16/2024,NA ,2142,A,G,NA ,52.7,1,13,2,15,H,,
7.2024,7/16/2024,NA ,2125,A,G,NA ,51.2,2,8,16,24,H,,
7.2024,7/16/2024,NA ,1865,A,G,NA ,53.6,2,10,4,14,H,,
7.2024,7/16/2024,NA ,3077,A,G,NA ,46.7,0,8,-,8,H,,
7.2024,7/16/2024,NA ,3056,A,G,NA ,47.3,0,9,-,9,H,,
7.2024,7/16/2024,NA ,3011,A,G,NA ,43.3,1,10,4,14,H,,
7.2024,7/16/2024,NA ,3023,A,G,NA ,43.9,0,11,-,11,H,,
7.2024,7/16/2024,NA ,1842,A,G,NA ,47.3,10,0,-,0,H,,
7.2024,7/16/2024,NA ,1881,A,G,NA ,48.4,10,2,16,18,H,,
7.2024,7/16/2024,NA ,3088,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,1878,A,G,NA ,59,8,1,8,9,H,,
7.2024,7/16/2024,NA ,3019,A,G,NA ,49.4,2,12,4,16,H,,
7.2024,7/16/2024,NA ,2158,A,G,NA ,44.5,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2130,A,G,NA ,36.4,0,7,-,7,H,,
7.2024,7/16/2024,NA ,1824,A,G,NA ,48.5,0,10,0,10,H,,
7.2024,7/16/2024,NA ,1869,A,G,NA ,44.2,0,8,0,8,H,,
7.2024,7/16/2024,NA ,3045,A,G,NA ,41.9,0,10,0,10,H,,
7.2024,7/16/2024,NA ,1850,A,G,NA ,57.8,0,12,0,12,H,,
7.2024,7/16/2024,NA ,3013,A,G,NA ,41.4,0,8,0,8,H,,
7.2024,7/16/2024,NA ,3073,A,G,NA ,50.1,0,8,0,8,H,,
7.2024,7/16/2024,NA ,2184,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,3069,A,G,NA ,56.2,2,10,14,24,H,,
7.2024,7/16/2024,NA ,2160,A,G,NA ,46.7,0,8,0,8,H,,
7.2024,7/16/2024,NA ,3072,A,G,NA ,52.2,4,10,20,30,H,,
7.2024,7/16/2024,NA ,2195,A,G,NA ,38.2,0,12,0,12,H,,
7.2024,7/16/2024,NA ,1887,A,G,NA ,56.6,3,8,12,20,H,,
7.2024,7/16/2024,NA ,1891,A,G,NA ,50,3,10,28,38,H,,
7.2024,7/16/2024,NA ,2850,A,G,NA ,44.5,3,10,18,28,H,LCP,
7.2024,7/16/2024,NA ,1890,A,G,NA ,64.2,4,6,26,32,H,,
7.2024,7/16/2024,NA ,1883,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,1876,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,2143,A,G,NA ,31,0,6,0,6,H,,
7.2024,7/16/2024,NA ,2105,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,2127,A,G,NA ,50.1,2,10,12,22,H,,
7.2024,7/16/2024,NA ,2133,A,G,NA ,52.4,3,6,6,12,H,,
7.2024,7/16/2024,NA ,2860,A,G,NA ,48.6,0,10,0,10,H,,
7.2024,7/16/2024,NA ,1834,A,G,NA ,51,4,8,8,16,H,,
7.2024,7/16/2024,NA ,1811,A,G,NA ,57.5,2,10,13,23,H,,
7.2024,7/16/2024,NA ,1875,A,G,NA ,55.1,3,8,22,30,H,,
7.2024,7/16/2024,NA ,2857,A,G,NA ,50.6,2,10,10,20,H,,
7.2024,7/16/2024,NA ,3075,A,G,NA ,48.5,4,8,8,16,H,LCP,
7.2024,7/16/2024,NA ,2176,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,2191,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,2190,A,G,NA ,41.3,0,6,0,6,H,,
7.2024,7/16/2024,NA ,2171,A,G,NA ,56.2,0,12,0,12,H,,
7.2024,7/16/2024,NA ,2198,A,G,NA ,32,0,8,0,8,H,,
7.2024,7/16/2024,NA ,2197,A,G,NA ,38.3,0,10,0,10,H,,
7.2024,7/16/2024,NA ,2155,A,G,NA ,55.4,2,8,14,22,H,,
7.2024,7/16/2024,NA ,3021,A,G,NA ,48.5,1,0,7,7,H,MSD,
7.2024,7/16/2024,NA ,2896,A,G,NA ,32.2,4,0,0,0,H,MSD,
7.2024,7/16/2024,NA ,1896,A,G,NA ,58.8,3,10,8,18,H,,
7.2024,7/16/2024,NA ,1870,A,G,NA ,32.2,0,8,0,8,H,,
7.2024,7/16/2024,NA ,2849,A,G,NA ,62.1,3,11,28,39,H,,
7.2024,7/16/2024,NA ,1884,A,G,NA ,60.9,6,10,28,38,H,,
7.2024,7/16/2024,NA ,1879,A,G,NA ,55.5,2,12,6,18,H,,
7.2024,7/16/2024,NA ,3029,A,G,NA ,45.5,2,10,14,24,H,,
7.2024,7/16/2024,NA ,3097,A,G,NA ,54.6,5,14,22,36,H,,
7.2024,7/16/2024,NA ,2110,A,G,NA ,44,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2196,A,G,NA ,49.1,0,12,-,12,H,,
7.2024,7/16/2024,NA ,2122,A,G,NA ,41.9,0,8,-,8,H,LCP,
7.2024,7/16/2024,NA ,3014,A,G,NA ,46.8,0,10,-,10,H,LCP,
7.2024,7/16/2024,NA ,1888,A,G,NA ,57.4,0,8,-,8,H,,
7.2024,7/16/2024,NA ,1839,A,G,NA ,45.5,0,7,-,7,H,,
7.2024,7/16/2024,NA ,2138,A,G,NA ,43.4,0,11,-,11,H,,
7.2024,7/16/2024,NA ,1897,A,G,NA ,56.7,2,12,14,26,H,,
7.2024,7/16/2024,NA ,1829,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,1857,A,G,NA ,51.8,1,7,4,11,H,,
7.2024,7/16/2024,NA ,1846,A,G,NA ,37.8,2,-,10,10,H,MSS,
7.2024,7/16/2024,NA ,2112,A,G,NA ,44.5,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3098,A,G,NA ,48.2,4,12,16,28,H,,
7.2024,7/16/2024,NA ,3033,A,G,NA ,46.4,2,12,9,21,H,,
7.2024,7/16/2024,NA ,2805,A,G,NA ,49.1,0,16,-,16,H,,
7.2024,7/16/2024,NA ,3026,A,G,NA ,32.5,0,8,-,8,H,,
7.2024,7/16/2024,NA ,3099,A,G,NA ,44,0,8,-,8,H,,
7.2024,7/16/2024,NA ,3085,A,G,NA ,42.1,0,5,-,5,H,,
7.2024,7/16/2024,NA ,3032,A,G,NA ,50.5,4,10,22,32,H,,
7.2024,7/16/2024,NA ,3087,A,G,NA ,50.4,3,11,18,29,H,,
7.2024,7/16/2024,NA ,2102,A,G,NA ,33.6,0,7,-,7,H,,
7.2024,7/16/2024,NA ,2106,A,G,NA ,32.4,0,6,-,6,H,,
7.2024,7/16/2024,NA ,3020,A,G,NA ,46.1,0,12,-,12,H,,
7.2024,7/16/2024,NA ,3003,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,3079,A,G,NA ,30.7,0,4,-,4,H,,
7.2024,7/16/2024,NA ,3074,A,G,NA ,39.4,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2103,A,G,NA ,38.2,0,8,-,8,H,,
7.2024,7/16/2024,NA ,3027,A,G,NA ,43,2,9,7,16,H,,
7.2024,7/16/2024,NA ,3018,A,G,NA ,52.3,1,9,2,11,H,,
7.2024,7/16/2024,NA ,1830,A,G,NA ,41.7,0,7,-,7,H,,
7.2024,7/16/2024,NA ,3017,A,G,NA ,43.1,0,14,-,14,H,,
7.2024,7/16/2024,NA ,1877,A,G,NA ,44,0,8,-,8,H,LCP,
7.2024,7/16/2024,NA ,1874,A,G,NA ,46.5,2,8,4,12,H,,
7.2024,7/16/2024,NA ,1804,A,G,NA ,44.4,0,12,-,12,H,,
7.2024,7/16/2024,NA ,3071,A,G,NA ,47.2,1,12,5,17,H,,
7.2024,7/16/2024,NA ,1835,A,G,NA ,54.4,2,12,12,24,H,,
7.2024,7/16/2024,NA ,1885,A,G,NA ,34.3,2,-,14,14,H,MSS,
7.2024,7/16/2024,NA ,1823,A,G,NA ,52.2,9,12,47,59,H,,
7.2024,7/16/2024,NA ,1825,A,G,NA ,59.7,4,10,28,38,H,,
7.2024,7/16/2024,NA ,3036,A,G,NA ,43.5,1,10,5,15,H,,
7.2024,7/16/2024,NA ,3037,A,G,NA ,41.9,3,10,13,23,H,,
7.2024,7/16/2024,NA ,3024,A,G,NA ,57.5,4,6,30,36,H,plumule broken,
7.2024,7/16/2024,NA ,3093,A,G,NA ,58,6,16,32,48,H,,
7.2024,7/16/2024,NA ,3070,A,G,NA ,43.7,1,4,5,9,H,,
7.2024,7/16/2024,NA ,3081,A,G,NA ,45.7,0,10,-,10,H,,
7.2024,7/16/2024,NA ,2116,A,G,NA ,54.1,4,4,24,28,H,MSD,
7.2024,7/16/2024,NA ,2199,A,G,NA ,43.1,0,8,-,8,H,,
7.2024,7/16/2024,NA ,3094,A,G,NA ,60.6,5,12,38,50,H,insect bites on leaves,
7.2024,7/16/2024,NA ,3040,A,G,NA ,49.4,2,12,10,22,H,,
7.2024,7/16/2024,NA ,3091,A,G,NA ,57.7,3,12,22,34,H,,
7.2024,7/16/2024,NA ,1892,A,G,NA ,62,2,12,16,28,H,DSD,
7.2024,7/16/2024,NA ,2129,A,G,NA ,44.6,0,10,-,10,H,,
7.2024,7/16/2024,NA ,2162,A,G,NA ,45.4,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2108,A,G,NA ,44.7,2,10,7,17,H,,
7.2024,7/16/2024,NA ,2153,A,G,NA ,41.2,0,6,-,6,H,,
7.2024,7/16/2024,NA ,2164,A,G,NA ,44.3,2,10,6,16,H,,
7.2024,7/16/2024,NA ,2177,A,G,NA ,38,0,6,-,6,H,,
7.2024,7/16/2024,NA ,2188,A,G,NA ,48.9,2,12,4,16,H,,
7.2024,7/16/2024,NA ,2167,A,G,NA ,55.2,4,8,17,25,H,,
7.2024,7/16/2024,NA ,1838,A,G,NA ,46.3,2,10,4,14,H,,
7.2024,7/16/2024,NA ,1816,A,G,NA ,51.8,0,9,-,9,H,,
7.2024,7/16/2024,NA ,1817,A,G,NA ,52.7,4,15,23,38,H,,
7.2024,7/16/2024,NA ,1895,A,G,NA ,59.3,2,12,19,31,H,,
7.2024,7/16/2024,NA ,2119,A,G,NA ,52.1,0,10,-,10,H,,
7.2024,7/16/2024,NA ,2101,A,G,NA ,51.8,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3034,A,G,NA ,37.8,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2140,A,G,NA ,38.5,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3031,A,G,NA ,48.5,2,-,10,10,H,MSD,
7.2024,7/16/2024,NA ,2135,A,G,NA ,41.5,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2174,D,G,NA ,-,-,-,-,-,H,,
7.2024,7/16/2024,NA ,2187,D,G,NA ,-,-,-,-,-,H,,
7.2024,7/16/2024,NA ,2123,D,G,NA ,-,-,-,-,-,DEAD,MISSING,
7.2024,7/16/2024,NA ,2165,A,G,NA ,52.7,0,6,-,6,H,,
7.2024,7/16/2024,NA ,2149,A,G,NA ,48.4,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2163,A,G,NA ,43.4,0,8,-,8,H,,
7.2024,7/16/2024,NA ,1854,A,G,NA ,43.6,2,14,8,22,H,,
7.2024,7/16/2024,NA ,1861,A,G,NA ,39,0,9,-,9,H,,
7.2024,7/16/2024,NA ,3049,A,G,NA ,39.7,1,8,2,10,H,,
7.2024,7/16/2024,NA ,3051,A,G,NA ,43.5,0,12,-,12,H,,
7.2024,7/16/2024,NA ,1837,A,G,NA ,50.9,4,12,14,26,H,,
7.2024,7/16/2024,NA ,1866,A,G,NA ,58.9,2,12,16,28,H,,
7.2024,7/16/2024,NA ,3041,D,G,NA ,-,-,-,-,-,DEAD,,
7.2024,7/16/2024,NA ,1848,A,G,NA ,63.4,4,12,22,34,H,,
7.2024,7/16/2024,NA ,1841,A,G,NA ,50,0,14,-,14,H,,
7.2024,7/16/2024,NA ,1880,A,G,NA ,47,0,12,-,12,H,,
7.2024,7/16/2024,NA ,1818,A,G,NA ,51,0,12,-,12,H,DSD,
7.2024,7/16/2024,NA ,3015,A,G,NA ,37.3,0,4,-,4,H,,
7.2024,7/16/2024,NA ,1859,A,G,NA ,57,0,10,-,10,H,,
7.2024,7/16/2024,NA ,1893,A,G,NA ,58.8,3,10,12,22,H,,
7.2024,7/16/2024,NA ,3022,A,G,NA ,55.3,5,9,41,50,H,broken plumule,
7.2024,7/16/2024,NA ,1845,A,G,NA ,52.3,4,6,28,34,H,,
7.2024,7/16/2024,NA ,1858,A,G,NA ,32.2,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3083,A,G,NA ,45,2,4,14,18,H,,
7.2024,7/16/2024,NA ,1814,A,G,NA ,39.5,0,6,-,6,H,,
7.2024,7/16/2024,NA ,1894,A,G,NA ,45.7,0,12,-,12,H,,
7.2024,7/16/2024,NA ,1851,A,G,NA ,53,4,10,27,37,H,,
7.2024,7/16/2024,NA ,3043,A,G,NA ,37.4,2,10,8,18,H,broken plumule,
7.2024,7/16/2024,NA ,1864,A,G,NA ,53,2,6,8,14,H,,
7.2024,7/16/2024,NA ,3048,A,G,NA ,59,4,8,20,28,H,,
7.2024,7/16/2024,NA ,3039,A,G,NA ,52.7,2,10,12,22,H,,
7.2024,7/16/2024,NA ,2853,A,G,NA ,39,0,7,-,7,H,,
7.2024,7/16/2024,NA ,1827,A,G,NA ,35.5,0,8,-,8,H,,
7.2024,7/16/2024,NA ,1886,A,G,NA ,41.4,0,5,-,5,H,,
7.2024,7/16/2024,NA ,2115,A,G,NA ,41.2,0,8,-,8,H,,
7.2024,7/16/2024,NA ,3067,A,G,NA ,38.5,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2179,A,G,NA ,37.7,0,6,-,6,H,,
7.2024,7/16/2024,NA ,2109,A,G,NA ,53.5,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2192,A,G,NA ,36.5,0,8,-,8,H,,
7.2024,7/16/2024,NA ,1833,A,G,NA ,47.3,0,8,-,8,H,,
7.2024,7/16/2024,NA ,1882,A,G,NA ,46,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2881,A,G,NA ,56.6,2,12,14,26,H,,
7.2024,7/16/2024,NA ,2893,A,G,NA ,41.6,1,10,6,16,H,,
7.2024,7/16/2024,NA ,2134,A,G,NA ,53.6,2,10,4,14,H,,
7.2024,7/16/2024,NA ,2136,A,G,NA ,50.8,0,10,-,10,H,,
7.2024,7/16/2024,NA ,1810,A,G,NA ,47.4,1,7,3,10,H,,
7.2024,7/16/2024,NA ,2137,A,G,NA ,63.5,3,12,12,24,H,,
7.2024,7/16/2024,NA ,1806,A,G,NA ,37.1,0,10,-,10,H,,
7.2024,7/16/2024,NA ,1813,A,G,NA ,49.5,0,13,-,13,H,,
7.2024,7/16/2024,NA ,3016,A,G,NA ,46.9,0,12,-,12,H,,
7.2024,7/16/2024,NA ,1862,A,G,NA ,44,4,10,16,26,H,,
7.2024,7/16/2024,NA ,3082,A,G,NA ,32.2,2,12,2,14,H,MSS,
7.2024,7/16/2024,NA ,2126,A,G,NA ,49.7,2,10,14,24,H,,
7.2024,7/16/2024,NA ,1898,A,G,NA ,56,13,4,64,68,H,plumule broken,
7.2024,7/16/2024,NA ,3090,A,G,NA ,40.6,2,10,18,28,H,,
7.2024,7/16/2024,NA ,1828,A,G,NA ,48.3,0,11,-,11,H,,
7.2024,7/16/2024,NA ,1889,A,G,NA ,47.4,0,11,-,11,H,,
7.2024,7/16/2024,NA ,1807,A,G,NA ,59,4,12,19,31,H,,
7.2024,7/16/2024,NA ,3084,A,G,NA ,51.5,2,9,15,24,H,,
7.2024,7/16/2024,NA ,1801,A,G,NA ,37.7,0,6,-,6,H,,
7.2024,7/16/2024,NA ,1803,A,G,NA ,34.2,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2181,A,G,NA ,39.2,0,8,-,8,H,,
7.2024,7/16/2024,NA ,3058,A,G,NA ,53.2,2,12,4,16,H,,
7.2024,7/16/2024,NA ,1805,A,G,NA ,43.1,1,11,3,14,H,,
7.2024,7/16/2024,NA ,1843,A,G,NA ,60.7,4,11,30,41,H,,
7.2024,7/16/2024,NA ,3002,A,G,NA ,60.4,4,13,31,44,H,,
7.2024,7/16/2024,NA ,3028,A,G,NA ,51.7,3,14,17,31,H,,
7.2024,7/16/2024,NA ,3006,A,G,NA ,44.1,3,10,20,30,H,,
7.2024,7/16/2024,NA ,3060,A,G,NA ,55.6,5,11,35,46,H,,
7.2024,7/16/2024,NA ,3100,A,G,NA ,50,4,12,32,44,H,,
7.2024,7/16/2024,NA ,3005,A,G,NA ,74.2,4,10,58,68,H,,
7.2024,7/16/2024,NA ,2114,A,G,NA ,58,0,12,-,12,H,,
7.2024,7/16/2024,NA ,2194,A,G,NA ,50.4,0,8,-,8,H,,
7.2024,7/16/2024,NA ,1831,A,G,NA ,44,0,8,-,8,H,,
7.2024,7/16/2024,NA ,2183,A,G,NA ,34.4,0,6,-,6,H,,
7.2024,7/16/2024,NA ,2150,A,G,NA ,48.5,1,11,5,16,H,,
7.2024,7/16/2024,NA ,2111,A,G,NA ,40.5,0,10,-,10,H,,
7.2024,7/16/2024,NA ,3035,A,G,NA ,56.3,1,12,2,14,H,,
7.2024,7/16/2024,NA ,3004,A,G,NA ,56.2,3,12,20,32,H,,
7.2024,7/16/2024,NA ,3046,A,G,NA ,55.3,2,12,16,28,H,MSD,
7.2024,7/16/2024,NA ,3080,A,G,NA ,51.5,2,10,16,26,H,,
7.2024,7/16/2024,NA ,2148,A,G,NA ,42.8,0,8,-,8,H,,
8.2024,8/26/2024,NA ,2186,A,G,NA ,43.5,0,10,0,10,H,,
8.2024,8/26/2024,NA ,2189,A,G,NA ,41,2,10,15,25,H,,
8.2024,8/26/2024,NA ,3095,A,G,NA ,31.5,0,10,0,10,H,,
8.2024,8/26/2024,NA ,3059,A,G,NA ,53.5,4,13,39,52,H,,
8.2024,8/26/2024,NA ,2178,A,G,NA ,62,5,12,44,56,H,,
8.2024,8/26/2024,NA ,2146,A,G,NA ,49,3,9,24,33,H,,
8.2024,8/26/2024,,2170,DEAD,G,,,,,,0,,,
8.2024,8/26/2024,NA ,2145,A,G,NA ,59,3,10,30,40,H,,
8.2024,8/26/2024,NA ,1899,A,G,NA ,52,2,12,20,32,H,,
